Water Bomber ID,Latitude,Longitude,Time (min),Distance travelled (km),Distance hovered (km),Fuel capacity (%),Current range (km),Water capacity (L),Status,Next updates
chinook 9,-37.3571795393082,149.29435334660272,42.05879397298301,2.0885364573490977,0.0,87.5979043048348,569.3863779814262,8625.0,Going to strike 3313,"['Going to strike 3313', 'Going to strike 2703']"
chinook 9,-37.37175235949081,149.3511310380311,43.4343575362572,5.272984410397516,0.0,86.78667593400442,564.1133935710287,8625.0,Going to strike 3313,"['Going to strike 3313', 'Going to strike 2703']"
chinook 9,-37.38725968851661,149.41169050233322,44.90095333241229,5.621945512621811,0.0,85.92176123975491,558.491448058407,8625.0,Going to strike 3313,"['Going to strike 2697', 'Going to strike 2703', 'Going to watertank 112']"
chinook 9,-37.4363,149.6041698,49.558285264067855,17.853126596736807,0.0,83.17512637871847,540.6383214616701,8625.0,Inspecting strike 3313,"['Going to strike 2697', 'Going to strike 2703', 'Going to watertank 112']"
firehawk 6,-36.212,149.091,50.16323053563172,0.0,0.0,100.0,640.0,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
chinook 9,-37.4363,149.6041698,50.558285264067855,0.0,0.0,82.5853827889749,536.8049881283368,5750.0,Going to strike 2697,"['Going to strike 2697', 'Going to strike 2703', 'Going to watertank 112']"
firehawk 6,-36.22283794639027,149.10146849663468,50.56181545236702,1.5278373192065666,0.0,99.76127541887398,638.4721626807934,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
chinook 6,-36.212,149.091,50.56181545236702,0.0,0.0,100.0,650.0,11500.0,Going to strike 3145,['Going to strike 3145']
chinook 9,-37.436257271496345,149.60402628970465,50.56181545236702,0.013532317919126968,0.0,82.58330089391042,536.7914558104177,5750.0,Going to strike 2697,"['Going to strike 2697', 'Going to strike 2703', 'Going to watertank 112']"
firehawk 9,-36.854,149.81,50.78606925224677,0.0,0.0,95.35913575688082,610.2984688440372,3200.0,Going to strike 2399,"['Going to strike 2399', 'Going to watertank 112']"
firehawk 3,-36.066,146.9,55.58977896498844,0.0,0.0,100.0,640.0,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 6,-36.359478057520874,149.233776311072,55.58977896498844,19.273378084856457,0.0,96.74981009311516,619.198784595937,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
firehawk 9,-36.94872005508141,149.64013378096945,55.58977896498844,18.413947018309255,0.0,92.48195653526999,591.8845218257279,3200.0,Going to strike 2399,"['Going to strike 2399', 'Going to watertank 112']"
chinook 6,-36.378265616360636,149.151749979554,55.58977896498844,19.272888962944684,0.0,97.03494015954696,630.7271110370552,11500.0,Going to strike 3145,['Going to strike 3145']
chinook 9,-37.37522386980659,149.39979330427943,55.58977994518101,19.27386388912028,0.0,79.61809106481499,517.5175919212975,5750.0,Going to strike 2697,"['Going to strike 2697', 'Going to strike 2703', 'Going to watertank 112']"
firehawk 3,-36.111424887216955,147.02110914043104,58.71967616011002,11.997598766539642,0.0,98.12537519272819,628.0024012334603,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 6,-36.44446282395236,149.31637273821048,58.71967616011002,11.997697694448211,0.0,94.87516982835761,607.2010869014888,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
firehawk 8,-36.212,149.09,58.71967616011002,0.0,0.0,100.0,640.0,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
firehawk 9,-37.010305536958576,149.52922840487628,58.71967616011002,11.997807498446132,0.0,90.60729911363778,579.8867143272819,3200.0,Going to strike 2399,"['Going to strike 2399', 'Going to watertank 112']"
chinook 6,-36.48175078547297,149.18969825824252,58.71967616011002,11.997420027225528,0.0,95.18918323228151,618.7296910098298,11500.0,Going to strike 3145,['Going to strike 3145']
chinook 9,-37.33705357023407,149.27282687999647,58.719676588606355,11.997937133130485,0.0,77.77225458279491,505.5196547881669,5750.0,Going to strike 2697,"['Going to strike 2703', 'Going to watertank 112']"
chinook 9,-37.3231,149.2265573,59.861077615898644,4.375370675181449,0.0,77.099120632767,501.1442841129855,5750.0,Inspecting strike 2697,"['Going to strike 2703', 'Going to watertank 112']"
chinook 9,-37.3231,149.2265573,60.861077615898644,0.0,0.0,76.5093770430234,497.31095077965216,2875.0,Going to strike 2703,"['Going to strike 2703', 'Going to watertank 112']"
firehawk 3,-36.1519830342244,147.12963753147952,61.521354705385455,10.739532471364445,0.0,96.44732324407748,617.2628687620959,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 6,-36.52048765943288,149.3904616045402,61.521354705385455,10.73960937190987,0.0,93.1971058639967,596.4614775295788,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
firehawk 8,-36.30602173116774,149.06261465833742,61.521354705385455,10.73921374066312,0.0,98.32199785302139,629.2607862593369,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
firehawk 9,-37.06534537523877,149.42980037687448,61.521354705385455,10.739691418239088,0.0,88.92922232953792,569.1470229090428,3200.0,Going to strike 2399,"['Going to strike 2399', 'Going to watertank 112']"
chinook 6,-36.57437444944304,149.22375341300938,61.521354705385455,10.739389847805693,0.0,93.53696940954217,607.9903011620241,11500.0,Going to strike 3145,['Going to strike 3145']
chinook 8,-36.212,149.09,61.521354705385455,0.0,0.0,100.0,650.0,11500.0,Going to strike 1856,['Going to strike 1856']
chinook 9,-37.30034033016902,149.2269947259735,61.521354705385455,2.5310554747424328,0.0,76.11998389306304,494.77989530490976,2875.0,Going to strike 2703,"['Going to strike 2703', 'Going to watertank 112']"
firehawk 3,-36.15745797341392,147.1443164818642,61.90007287015091,1.4517181437352973,0.0,96.22049228411885,615.8111506183607,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 6,-36.530760815629826,149.4004877481466,61.90007287015091,1.4517290361564292,0.0,92.97027320209725,595.0097484934224,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
firehawk 8,-36.31873064229352,149.05890777980449,61.90007287015091,1.4516735763363224,0.0,98.09517385671884,627.8091126830006,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
firehawk 9,-37.07277903123524,149.41634910109735,61.90007287015091,1.4517408200492532,0.0,88.70238782640523,567.6952820889935,3200.0,Going to strike 2399,"['Going to strike 2399', 'Going to watertank 112']"
chinook 6,-36.58689411900722,149.22836308698732,61.90007287015091,1.4516981230815083,0.0,93.3136312367604,606.5386030389426,11500.0,Going to strike 2827,"['Going to strike 2827', 'Going to strike 3145']"
chinook 8,-36.223583610096334,149.08253622210555,61.90007287015091,1.4516783221514653,0.0,99.77666487351516,648.5483216778485,11500.0,Going to strike 1856,['Going to strike 1856']
chinook 9,-37.28728595863379,149.2272455029843,61.90007287015091,1.4517493861257869,0.0,75.89663783365907,493.3281459187839,2875.0,Going to strike 2703,"['Going to strike 2703', 'Going to watertank 112']"
firehawk 3,-36.17218339586872,147.18383110302025,62.91928757986986,3.906908228573023,0.0,95.61003787340432,611.9042423897877,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 6,-36.558404061484126,149.42748363189602,62.91928757986986,3.9069353895990244,0.0,92.35981454747241,591.1028131038235,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
firehawk 8,-36.352932739553076,149.0489256909065,62.91928757986986,3.9067947064272954,0.0,97.48473718383957,623.9023179765733,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
firehawk 9,-37.092777139200194,149.38013556393656,62.91928757986986,3.906964101825157,0.0,88.09192468549504,563.7883179871683,3200.0,Going to strike 2399,"['Going to strike 2399', 'Going to watertank 112']"
chinook 6,-36.621886850775745,149.23230231223448,62.91928757986986,3.9068704353625967,0.0,92.71257424670462,602.63173260358,11500.0,Going to strike 2827,"['Going to strike 2827', 'Going to strike 3145']"
chinook 8,-36.25475551830535,149.06243845876864,62.91928757986986,3.9068069016635407,0.0,99.17561765787461,644.641514776185,11500.0,Going to strike 1856,"['Going to strike 1856', 'Going to strike 2041']"
chinook 9,-37.25215370933222,149.22791996834053,62.91928757986986,3.9069837569277253,0.0,75.29556340951635,489.4211621618562,2875.0,Going to strike 2703,['Going to watertank 112']
chinook 9,-37.0603,149.2315921,68.48510276986993,21.33564113909403,0.0,72.01315708042495,468.0855210227622,2875.0,Inspecting strike 2703,['Going to watertank 112']
chinook 9,-37.0603,149.2315921,69.48510276986993,0.0,0.0,71.42341349068137,464.25218768942887,0.0,Going to watertank 112,[]
chinook 9,-37.058,149.25,69.91640541879318,1.6533268208724317,0.0,71.16905551823946,462.59886086855647,0.0,Refilling at watertank 112,[]
firehawk 3,-36.276228596898484,147.46445664067573,70.14644942135992,27.704027881659155,0.0,91.28128351689507,584.2002145081285,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 6,-36.754247170763385,149.61946756772247,70.14644942135992,27.704102725514655,0.0,88.03104849661074,563.3987103783088,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
firehawk 8,-36.59544018299333,148.97788862814826,70.14644942135992,27.70357398229982,0.0,93.15605374910523,596.1987439942734,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
chinook 6,-36.8700190471097,149.2603387341842,70.14644942135992,27.703894594035106,0.0,88.45043661685305,574.9278380095449,11500.0,Going to strike 2827,"['Going to strike 2827', 'Going to strike 3145', 'Going to strike 3328']"
chinook 8,-36.47570229598176,148.91946089720332,70.14644942135992,27.703628907685015,0.0,94.91352090284614,616.9378858685,11500.0,Going to strike 1856,"['Going to strike 1856', 'Going to strike 2041']"
firehawk 9,-37.23426616368635,149.12279759699453,70.14645510876161,27.704142194085108,0.0,83.76315246766926,536.0841757930832,3200.0,Going to strike 2399,"['Going to strike 2399', 'Going to watertank 112']"
firehawk 3,-36.31986725586883,147.58291038844249,73.19132051834157,11.671969802277836,0.0,89.45753823528916,572.5282447058506,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 6,-36.8366651046221,149.70064558093492,73.19132051834157,11.671996754700938,0.0,86.20729900368872,551.7267136236078,3200.0,Going to strike 3719,"['Going to strike 3719', 'Going to watertank 28']"
firehawk 8,-36.69759832532228,148.94782629152513,73.19132051834157,11.671792225740608,0.0,91.33233621383326,584.5269517685329,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
chinook 6,-36.97455756410516,149.27220529369268,73.19132051834157,11.671918886234655,0.0,86.65475678820157,563.2559191233102,11500.0,Going to strike 2705,"['Going to strike 2705', 'Going to strike 2827', 'Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 8,-36.56873814807505,148.8589789517516,73.19132051834157,11.671814139128905,0.0,93.11785718913401,605.2660717293711,11500.0,Going to strike 1856,"['Going to strike 1856', 'Going to strike 2041']"
firehawk 9,-37.29370961655194,149.01409007834167,73.19132081255773,11.671985197885084,0.0,81.93940478049971,524.4121905951981,3200.0,Going to strike 2399,['Going to watertank 112']
firehawk 9,-37.3069,148.9899201,73.86752656391913,2.592641445904962,0.0,81.53430455457706,521.8195491492932,3200.0,Inspecting strike 2399,['Going to watertank 112']
firehawk 9,-37.3069,148.9899201,74.86752656391913,0.0,0.0,80.93534622124373,517.9862158159599,325.0,Going to watertank 112,['Going to watertank 112']
firehawk 3,-36.3756073893001,147.73487057101286,77.09248981807777,14.954477691776095,0.0,87.12090109594914,557.5737670140745,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 8,-36.82847601461928,148.90919233495507,77.09248981807777,14.954329595804271,0.0,88.99572221448884,569.5726221727285,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
firehawk 9,-37.248002232093604,149.05167223320817,77.09248981807777,8.529007570373759,0.0,79.60268878837283,509.4572082455861,325.0,Going to watertank 112,['Going to watertank 112']
chinook 6,-37.108667372645996,149.2595689730586,77.09248981807777,14.954446005082318,0.0,84.35407278741968,548.3014731182279,11500.0,Going to strike 2705,"['Going to strike 2705', 'Going to strike 2827', 'Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 8,-36.687894269608606,148.78127402681133,77.09248981807777,14.954350534477005,0.0,90.81718787613755,590.3117211948941,11500.0,Going to strike 1856,"['Going to strike 1856', 'Going to strike 2041']"
firehawk 6,-36.94218037999465,149.80490906136288,77.09249067149973,14.954485587106298,0.0,83.87066063070337,536.7722280365015,3200.0,Going to strike 3719,['Going to watertank 28']
firehawk 6,-36.9835,149.8458418,78.62082693046342,5.859680883356417,0.0,82.95508549267893,530.9125471531452,3200.0,Inspecting strike 3719,['Going to watertank 28']
firehawk 6,-36.9835,149.8458418,79.62082693046342,0.0,0.0,82.35612715934559,527.0792138198118,325.0,Going to watertank 28,['Going to watertank 28']
firehawk 6,-36.959273823070845,149.85780573765047,80.37628452469487,2.895920322882086,0.0,81.90363960889526,524.1832934969297,325.0,Going to watertank 28,['Going to watertank 28']
firehawk 8,-36.93863255794583,148.87656963022337,80.37628452469487,12.587803037285074,0.0,87.02887798991304,556.9848191354434,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
firehawk 9,-37.16101713663919,149.14263540005035,80.37628452469487,12.587877933051267,0.0,77.63583286133357,496.8693303125349,325.0,Going to watertank 112,['Going to watertank 112']
chinook 6,-37.22155296224456,149.2488976428569,80.37628452469487,12.587871570252883,0.0,82.41747716122693,535.713601547975,11500.0,Going to strike 2705,"['Going to strike 2705', 'Going to strike 2827', 'Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 8,-36.788154628158765,148.71567911189678,80.37628452469487,12.587816533632811,0.0,88.88060071711712,577.7239046612613,11500.0,Going to strike 1856,"['Going to strike 1856', 'Going to strike 1910', 'Going to strike 2041']"
firehawk 3,-36.42237709687138,147.86295119623261,80.37628505863663,12.587881755475664,0.0,85.15404457165607,544.9858852585988,3200.0,Going to strike 1402,"['Going to strike 1402', 'Going to watertank 75']"
firehawk 8,-36.99199816048724,148.8607306065559,81.96722137528369,6.098558729104163,0.0,86.07597818849052,550.8862604063394,3200.0,Going to strike 2093,"['Going to strike 2093', 'Going to watertank 102']"
firehawk 9,-37.11884952446927,149.18663006193918,81.96722137528369,6.0985906665156,0.0,76.68292806969052,490.7707396460193,325.0,Going to watertank 112,['Going to watertank 112']
chinook 6,-37.276243574371556,149.2437160931818,81.96722137528369,6.0985883610174305,0.0,81.47923279799348,529.6150131869575,11500.0,Going to strike 2705,"['Going to strike 2705', 'Going to strike 2827', 'Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 8,-36.836715949920226,148.68383784897424,81.96722137528369,6.098564767267012,0.0,87.94235998369142,571.6253398939942,11500.0,Going to strike 1856,"['Going to strike 1856', 'Going to strike 1910', 'Going to strike 2041']"
firehawk 3,-36.44498690660218,147.92505925731484,81.96722138470317,6.098589249921691,0.0,84.20114000135581,538.8872960086771,3200.0,Going to strike 1402,['Going to watertank 75']
firehawk 6,-36.90825138719387,149.8829760188926,81.96722142417566,6.0985914480097385,0.0,80.95073469514375,518.08470204892,325.0,Going to watertank 28,[]
firehawk 3,-36.4459,147.9275701,82.03130339226091,0.24647297988825664,0.0,84.16262859824826,538.6408230287889,3200.0,Inspecting strike 1402,['Going to watertank 75']
firehawk 6,-36.894,149.89,82.41156601583566,1.7033213897017303,0.0,80.68459072800285,516.3813806592182,325.0,Refilling at watertank 28,[]
firehawk 3,-36.4459,147.9275701,83.03130339226091,0.0,0.0,83.56367026491493,534.8074896954556,325.0,Going to watertank 75,['Going to watertank 75']
firehawk 3,-36.43869769583994,147.9250564401812,83.24830191924393,0.831825638917452,0.0,83.43369750883409,533.9756640565381,325.0,Going to watertank 75,[]
firehawk 8,-37.034968615565774,148.8479602673335,83.24830191924393,4.910788411113653,0.0,85.30866749925401,545.9754719952257,3200.0,Going to strike 2093,['Going to watertank 102']
chinook 6,-37.32028230483704,149.23953824349508,83.24830191924393,4.910807922265123,0.0,80.72372388687576,524.7042052646925,11500.0,Going to strike 2705,"['Going to strike 2827', 'Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 8,-36.875813166224816,148.65816867449692,83.24830191924393,4.910792663566398,0.0,87.18685342006583,566.714547230428,11500.0,Going to strike 1804,"['Going to strike 1856', 'Going to strike 1910', 'Going to strike 2041', 'Going to watertank 102']"
firehawk 9,-37.08488281317058,149.22202056403788,83.24830194019292,4.9108088321520595,0.0,75.91561418966675,485.85993081386727,325.0,Going to watertank 112,[]
firehawk 9,-37.058,149.25,84.26192164555601,3.8855628108487514,0.0,75.30849500047164,481.9743680030184,325.0,Refilling at watertank 112,[]
chinook 6,-37.4039,149.2315921,85.68072784398704,9.324347556356555,0.0,79.28920887820551,515.3798577083359,11500.0,Inspecting strike 2705,"['Going to strike 2827', 'Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 6,-37.4039,149.2315921,86.68072784398704,0.0,0.0,78.69946528846194,511.54652437500255,8625.0,Going to strike 2827,"['Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 6,-37.412,149.3222191,88.78208110612258,8.055187504852903,0.0,77.46020567233072,503.49133687014967,8625.0,Inspecting strike 2827,"['Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 8,-36.9027,148.4209838,88.8059885861884,21.30446555662047,0.0,83.9092433344319,545.4100816738073,11500.0,Inspecting strike 1804,"['Going to strike 1856', 'Going to strike 1910', 'Going to strike 2041', 'Going to watertank 102']"
firehawk 3,-36.223,147.85,89.74631810425574,24.90906409039605,0.0,79.5416562447097,509.0665999661421,325.0,Refilling at watertank 75,[]
chinook 6,-37.412,149.3222191,89.78208110612258,0.0,0.0,76.87046208258714,499.65800353681635,5750.0,Going to strike 3145,"['Going to strike 3145', 'Going to strike 3328', 'Going to watertank 43']"
chinook 8,-36.9027,148.4209838,89.8059885861884,0.0,0.0,83.31949974468831,541.5767483404741,8625.0,Going to strike 1856,"['Going to strike 1856', 'Going to strike 1910', 'Going to strike 2041', 'Going to watertank 102']"
firehawk 8,-37.3352,148.7583177,92.19973772235872,34.31570798384565,0.0,79.94683812677813,511.65976401138005,3200.0,Inspecting strike 2093,['Going to watertank 102']
chinook 8,-37.00253450911215,148.45546640780373,92.81021627999634,11.516204770137731,0.0,81.54777593389791,530.0605435703363,8625.0,Going to strike 1856,"['Going to strike 1856', 'Going to strike 1910', 'Going to strike 2041', 'Going to watertank 102']"
chinook 6,-37.416959163521966,149.45350348287096,92.81021666152682,11.607852962382973,0.0,75.08463854991282,488.0501505744334,5750.0,Going to strike 3145,"['Going to strike 3328', 'Going to watertank 43']"
firehawk 8,-37.3352,148.7583177,93.19973772235872,0.0,0.0,79.3478797934448,507.8264306780467,325.0,Going to watertank 102,['Going to watertank 102']
chinook 6,-37.4201,149.538717,94.77549400991066,7.533563168804676,0.0,73.92562883163518,480.5165874056287,5750.0,Inspecting strike 3145,"['Going to strike 3328', 'Going to watertank 43']"
chinook 6,-37.4201,149.538717,95.77549400991066,0.0,0.0,73.3358852418916,476.68325407229537,2875.0,Going to strike 3328,"['Going to strike 3328', 'Going to watertank 43']"
firehawk 8,-37.242979814258426,148.68675472656557,96.34354619733722,12.051253174862895,0.0,77.46487148487246,495.7751775031838,325.0,Going to watertank 102,['Going to watertank 102']
chinook 6,-37.43563021296637,149.5537390076572,96.34354619733722,2.1775329647879436,0.0,73.00088017038576,474.50572110750744,2875.0,Going to strike 3328,"['Going to strike 3328', 'Going to watertank 43']"
chinook 8,-37.1199390057829,148.49613814943788,96.34354622116693,13.544431441153973,0.0,79.46401725064345,516.5161121291824,8625.0,Going to strike 1856,"['Going to strike 1910', 'Going to strike 2041', 'Going to watertank 102']"
chinook 8,-37.121,148.4965063,96.37547876344267,0.12240946818297346,0.0,79.44518502476913,516.3937026609995,8625.0,Inspecting strike 1856,"['Going to strike 1910', 'Going to strike 2041', 'Going to watertank 102']"
firehawk 8,-37.22644293969666,148.67394414223844,96.90713753466011,2.1604299682817056,0.0,77.12730430232845,493.61474753490205,325.0,Going to watertank 102,[]
chinook 6,-37.45103659105701,149.56864921259083,96.90713753466011,2.160433266473392,0.0,72.66850582169755,472.34528784103406,2875.0,Going to strike 3328,['Going to watertank 43']
chinook 8,-37.121,148.4965063,97.37547876344267,0.0,0.0,78.85544143502555,512.5603693276661,5750.0,Going to strike 1910,"['Going to strike 2041', 'Going to watertank 102']"
chinook 6,-37.4929,149.6092046,98.43891798929684,5.871825689719011,0.0,71.76514802327924,466.473462151315,2875.0,Inspecting strike 3328,['Going to watertank 43']
chinook 8,-37.1492,148.566994,99.19925202273627,6.991130827292166,0.0,77.77988284621138,505.56923850037396,5750.0,Inspecting strike 1910,"['Going to strike 2041', 'Going to watertank 102']"
chinook 6,-37.4929,149.6092046,99.43891798929684,0.0,0.0,71.17540443353565,462.64012881798175,0.0,Going to watertank 43,[]
chinook 9,-37.058,149.25,99.91640541879318,0.0,0.0,71.16905551823946,462.59886086855647,11500.0,Going to strike 3080,"['Going to strike 3080', 'Going to strike 3101', 'Going to strike 3024']"
chinook 8,-37.1492,148.566994,100.19925202273627,0.0,0.0,77.19013925646779,501.73590516704064,2875.0,Going to strike 2041,"['Going to strike 2041', 'Going to watertank 102']"
chinook 6,-37.51,149.73,102.26264807100598,10.824298646551753,0.0,69.51012771868153,451.81583017143,0.0,Refilling at watertank 43,[]
firehawk 8,-37.066,148.55,102.3727312243166,20.951458614360593,0.0,73.8536388938346,472.6632889205415,325.0,Refilling at watertank 102,[]
chinook 9,-37.11107247024349,149.37252962258427,103.14278656907427,12.367794201265026,0.0,69.26631794881408,450.2310666672915,11500.0,Going to strike 3080,"['Going to strike 3101', 'Going to strike 3024', 'Going to strike 3205', 'Going to watertank 27']"
chinook 8,-37.20508906452211,148.67329497206504,103.1427868425577,11.283550142648856,0.0,75.45420846529105,490.4523550243918,2875.0,Going to strike 2041,['Going to watertank 102']
chinook 8,-37.218,148.6978997,103.82348555428082,2.609345061605269,0.0,75.05277076350562,487.8430099627865,2875.0,Inspecting strike 2041,['Going to watertank 102']
chinook 8,-37.218,148.6978997,104.82348555428082,0.0,0.0,74.46302717376203,484.0096766294532,0.0,Going to watertank 102,[]
chinook 9,-37.1654,149.4984383,106.4534442351603,12.690854594808982,0.0,67.31387878038191,437.5402120724824,11500.0,Inspecting strike 3080,"['Going to strike 3101', 'Going to strike 3024', 'Going to strike 3205', 'Going to watertank 27']"
chinook 9,-37.1654,149.4984383,107.4534442351603,0.0,0.0,66.72413519063832,433.7068787391491,8625.0,Going to strike 3101,"['Going to strike 3024', 'Going to strike 3205', 'Going to watertank 27']"
chinook 8,-37.066,148.55,110.403442190516,21.38983377223482,0.0,71.17228351649514,462.6198428572184,0.0,Refilling at watertank 102,[]
chinook 9,-37.2948,149.5135428,111.22317449200935,14.450632651254677,0.0,64.50096093659914,419.25624608789445,8625.0,Inspecting strike 3101,"['Going to strike 3024', 'Going to strike 3205', 'Going to watertank 27']"
chinook 9,-37.2948,149.5135428,112.22317449200935,0.0,0.0,63.91121734685555,415.422912754561,5750.0,Going to strike 3024,"['Going to strike 3024', 'Going to strike 3205', 'Going to watertank 27']"
firehawk 6,-36.894,149.89,112.41156601583566,0.0,0.0,80.68459072800285,516.3813806592182,3200.0,Going to strike 3376,"['Going to strike 3376', 'Going to watertank 27']"
firehawk 6,-36.895826286445754,149.83863706117234,113.60427691327807,4.572054060831485,0.0,79.97020728099793,511.80932659838675,3200.0,Going to strike 3376,"['Going to strike 3376', 'Going to watertank 27']"
chinook 9,-37.34017255657299,149.49539758637042,113.60427691327807,5.294225497409142,0.0,63.09672111648491,410.1286872571519,5750.0,Going to strike 3024,"['Going to strike 3205', 'Going to watertank 27']"
firehawk 9,-37.058,149.25,114.26192164555601,0.0,0.0,75.30849500047164,481.9743680030184,3200.0,Going to strike 2176,"['Going to strike 2176', 'Going to watertank 102']"
chinook 9,-37.408,149.4682293,115.6690444742794,7.9149427679594035,0.0,61.879037613721934,402.21374448919255,5750.0,Inspecting strike 3024,"['Going to strike 3205', 'Going to watertank 27']"
chinook 9,-37.408,149.4682293,116.6690444742794,0.0,0.0,61.28929402397835,398.38041115585924,2875.0,Going to strike 3205,"['Going to strike 3205', 'Going to watertank 27']"
