latitude,longitude
-35.67770333,150.2121161
-36.92008226,145.8091301
-38.06076777,146.3970113
-37.07198972,148.08016
-35.74418827,147.9699785
-36.76555973,149.1517963
-37.67217519,146.1027523
-36.80616279,147.9556616
-37.44490975,146.2808142
-35.66071814,148.2768799
-37.48209614,147.9623392
-37.64750714,148.5557276
-36.7813459,148.1796699
-35.00066731,150.0464254
-35.14744057,148.37234
-36.86759284,148.2788717
-36.75842181,147.1356425
-34.95866298,148.7654819
-37.06398452,148.2876521
-37.3937932,149.2968388
-37.67656115,146.596999
-37.07493821,149.6947425
-35.79275718,149.3205667
-37.61499472,146.6013874
-36.12994772,149.3587953
-37.85992844,148.1547697
-36.5729351,149.9369849
-36.19495734,149.8643896
-35.5238378,148.4272067
-37.22268169,148.1959857
-34.96097159,149.3144474
-37.23059616,147.620029
-35.17924126,150.0757302
-37.53182933,145.4823427
-36.74220292,149.6318414
-35.811839,148.2817494
-37.08012326,145.9470952
-37.38270603,145.9254722
-37.21895336,149.3798509
-36.9100974,148.5930645
-37.09398583,146.0375193
-37.06587598,148.9812941
-37.47745279,145.7374928
-36.39586749,148.3809136
-37.48054294,147.7749513
-36.54781208,147.8830987
-35.02434895,148.782818
-37.65909264,148.4802226
-37.4775869,148.173771
-35.76522505,150.2722175
-35.71023014,148.3630323
-36.71933358,148.9654208
-37.18437705,147.528709
-36.02561271,149.1607473
-37.81423203,148.5538726
-37.25713687,146.7733789
-36.03662165,147.8122794
-37.46881593,148.7933356
-37.64525388,147.6563136
-37.53179446,145.7770619
-36.13376751,149.8829323
-36.43081043,149.3335081
-37.64270059,149.1058165
-37.02481228,146.367094
-36.3596243,149.8802202
-37.5753397,148.4591664
-35.85128196,148.4112016
-36.53359213,147.2832452
-34.63418347,150.5908613
-36.98202234,148.3348014
-36.57515098,147.5432966
-35.11384885,148.9901482
-36.67857376,146.8879352
-37.06585334,148.3877434
-35.87231244,148.3762355
-37.41802785,148.1700803
-37.16848364,149.8080335
-36.59489248,147.6102273
-37.41649339,148.1628676
-36.91955735,149.8924813
-37.1730278,146.6240076
-35.06519898,150.4997442
-37.17638722,146.2709895
-36.54104055,149.7435966
-35.46917855,148.306963
-35.93198062,147.9439169
-37.47598,149.0142022
-36.84162574,145.9906303
-37.4817302,147.6926391
-36.95012707,147.9993851
-35.08401882,150.146706
-35.82455712,149.9368272
-37.55174746,148.5584525
-35.91394205,147.7062431
-35.43918187,149.5631261
-37.62201181,147.8880195
-37.07870401,146.2400418
-35.86935297,147.5711299
-35.07677796,148.7907909
-38.06267743,146.5222361
-37.01655953,149.0425224
-37.81370279,145.7471652
-36.60563541,148.615561
-35.12370791,149.2813928
-36.1352242,147.1205201
-37.1673878,145.6958677
-36.30818875,148.8443555
-35.93263521,149.199246
-36.92984326,147.4462723
-35.47283535,147.8789814
-37.3564665,147.3397147
-37.07971591,149.4182199
-37.09136642,148.0770392
-37.8392056,146.6189525
-35.22315012,149.7816877
-34.95342348,149.318906
-35.04023843,149.2151159
-36.35983453,148.2892581
-34.83337552,150.1160153
-37.41651149,147.4436692
-36.36940926,148.9718727
-36.38254776,149.3054978
-36.77883642,149.3504396
-35.50501565,149.7933564
-35.24415075,149.9691558
-37.26550709,147.9009754
-37.65882016,149.6351751
-36.09988114,149.6275775
-36.52885461,147.6444443
-36.21513417,149.5780555
-36.12071749,147.9035887
-36.73656752,146.1220435
-35.36713242,149.8289245
-37.25634677,148.1452007
-37.02156837,147.808329
-37.19703843,149.6669616
-36.06379319,148.5148648
-37.40939355,147.0486295
-36.10277426,147.4010671
-37.39082143,146.0740353
-36.36029114,149.699928
-35.24008437,149.4650943
-37.8320754,145.7482882
-37.05843197,148.7910821
-36.7712353,148.9951651
-35.63729857,150.1077071
-36.09976801,147.7135076
-35.23315387,148.316701
-37.12261271,146.9481504
-37.30713168,145.2000288
-36.57607579,147.9756035
-36.94358177,148.297505
-36.87118552,148.590613
-37.19178123,149.503953
-37.47490482,149.1188448
-36.39562292,148.3054499
-36.75976314,145.9962698
-36.76005291,148.1404325
-37.79662037,148.8199084
-35.55728123,149.9837842
-35.24641915,149.6420617
-35.24146772,149.9757809
-36.93024544,148.5352849
-37.50560428,145.9259626
-37.76296417,146.5174417
-37.56018596,149.5653813
-37.24971846,145.5540267
-35.68531813,147.6201761
-37.58697343,149.7373951
-36.77389066,147.3494901
-37.12786067,149.4198784
-37.64569238,146.2793801
-37.58378093,147.1650225
-36.32355724,148.6888556
-37.17732375,146.4787626
-34.95506873,150.627099
-35.78931705,147.5884002
-36.90576812,147.9287707
-35.55711805,149.907379
-37.52752805,149.4006559
-35.82601373,149.164159
-36.46469448,146.9149608
-35.51368624,149.3482851
-36.88410118,149.4688525
-35.25188907,150.2255211
-35.09627544,150.1640139
-35.84933486,149.5340839
-34.93819773,150.3686412
-35.16842874,149.8331487
-36.92969426,148.4140863
-35.13072926,148.963356
-37.45569937,149.0689215
-36.84103096,147.5998825
-37.49153258,148.8993559
-35.22247666,148.2225158
-36.53575421,148.9867774
-37.39928165,146.79375
-36.92453382,147.1209898
-34.96001953,149.471088
-37.39693953,148.7771518
-37.21020633,146.7310493
-35.92354939,148.736658
-37.2679521,145.8506915
-37.70358792,146.8482146
-36.78284231,146.6438178
-34.92218554,150.7609289
-37.66055741,146.7715767
