latitude,longitude,starting at base,initial fuel
-37.07198972,148.08016,t,0.80323204
-35.74418827,147.9699785,t,0.848944026
-36.76555973,149.1517963,t,0.961062896
-37.67217519,146.1027523,t,0.462714336
-36.80616279,147.9556616,t,0.574666247
-37.44490975,146.2808142,t,0.25558686
-35.66071814,148.2768799,t,0.302883329
-37.48209614,147.9623392,t,0.065520817
-37.64750714,148.5557276,t,0.486708192
-36.7813459,148.1796699,t,0.988793985
-35.00066731,150.0464254,t,0.188723486
-35.14744057,148.37234,t,0.290752601
-36.86759284,148.2788717,t,0.809091439
-36.75842181,147.1356425,t,0.180146711
-34.95866298,148.7654819,t,0.949070799
-37.06398452,148.2876521,t,0.382221795
-37.3937932,149.2968388,t,0.552217552
-37.67656115,146.596999,t,0.831097223
-37.07493821,149.6947425,t,0.713471423
-35.79275718,149.3205667,t,0.629615125
-37.61499472,146.6013874,t,0.812602276
-36.12994772,149.3587953,t,0.06915811
-37.85992844,148.1547697,t,0.506795079
-36.5729351,149.9369849,t,0.11676792
-36.19495734,149.8643896,t,0.142897936
-35.5238378,148.4272067,t,0.717303408
-37.22268169,148.1959857,t,0.069371734
-34.96097159,149.3144474,t,0.191907788
-37.23059616,147.620029,t,0.601413366
-35.17924126,150.0757302,t,0.78602871
-37.53182933,145.4823427,t,0.387291772
-36.74220292,149.6318414,t,0.692005774
-35.811839,148.2817494,t,0.63365052
-37.08012326,145.9470952,t,0.573107555
-37.38270603,145.9254722,t,0.883023531
-37.21895336,149.3798509,t,0.309884579
-36.9100974,148.5930645,t,0.974103912
-37.09398583,146.0375193,t,0.121362615
-37.06587598,148.9812941,t,0.687814736
-37.47745279,145.7374928,t,0.418007293
-36.39586749,148.3809136,t,0.272863033
-37.48054294,147.7749513,t,0.438723551
-36.54781208,147.8830987,t,0.118648631
-35.02434895,148.782818,t,0.827648148
-37.65909264,148.4802226,t,0.717928388
-37.4775869,148.173771,t,0.088964018
-35.76522505,150.2722175,t,0.599328691
-35.71023014,148.3630323,t,0.731753786
-36.71933358,148.9654208,t,0.489588223
-37.18437705,147.528709,t,0.613244531
-36.02561271,149.1607473,t,0.220152477
-37.81423203,148.5538726,t,0.998450591
-37.25713687,146.7733789,t,0.65485057
-36.03662165,147.8122794,t,0.570941922
-37.46881593,148.7933356,t,0.473864842
-37.64525388,147.6563136,t,0.252619518
-37.53179446,145.7770619,t,0.935227104
-36.13376751,149.8829323,t,0.985279781
-36.43081043,149.3335081,t,0.210955213
-37.64270059,149.1058165,t,0.432296722
-37.02481228,146.367094,t,0.562819486
-36.3596243,149.8802202,t,0.684154947
-37.5753397,148.4591664,t,0.873381694
-35.85128196,148.4112016,t,0.202444256
-36.53359213,147.2832452,t,0.682965781
-34.63418347,150.5908613,t,0.33172845
-36.98202234,148.3348014,t,0.886287764
-36.57515098,147.5432966,t,0.430020529
-35.11384885,148.9901482,t,0.707753641
-36.67857376,146.8879352,t,0.206911881
-37.06585334,148.3877434,t,0.0397209
-35.87231244,148.3762355,t,0.614536415
-37.41802785,148.1700803,t,0.61732982
-37.16848364,149.8080335,t,0.462740782
-36.59489248,147.6102273,t,0.697596434
-37.41649339,148.1628676,t,0.441652803
-36.91955735,149.8924813,t,0.810666264
-37.1730278,146.6240076,t,0.316529458
-35.06519898,150.4997442,t,0.35879951
-37.17638722,146.2709895,t,0.927978159
-36.54104055,149.7435966,t,0.601127602
-35.46917855,148.306963,t,0.352495747
-35.93198062,147.9439169,t,0.814424978
-37.47598,149.0142022,t,0.308759474
-36.84162574,145.9906303,t,0.779063921
-37.4817302,147.6926391,t,0.571480084
-36.95012707,147.9993851,t,0.841309506
-35.08401882,150.146706,t,0.116477766
-35.82455712,149.9368272,t,0.853931313
-37.55174746,148.5584525,t,0.338590455
-35.91394205,147.7062431,t,0.809989381
-35.43918187,149.5631261,t,0.630994177
-37.62201181,147.8880195,t,0.990315737
-37.07870401,146.2400418,t,0.286843202
-35.86935297,147.5711299,t,0.104567974
-35.07677796,148.7907909,t,0.45853276
-38.06267743,146.5222361,t,0.641225929
-37.01655953,149.0425224,t,0.493961792
-37.81370279,145.7471652,t,0.474549483
-36.60563541,148.615561,t,0.005155331
-35.12370791,149.2813928,t,0.172055288
-36.1352242,147.1205201,t,0.994430713
-37.1673878,145.6958677,t,0.252696174
-36.30818875,148.8443555,t,0.554751522
-35.93263521,149.199246,t,0.945447874
-36.92984326,147.4462723,t,0.872820425
-35.47283535,147.8789814,t,0.793957503
-37.3564665,147.3397147,t,0.406537937
-37.07971591,149.4182199,t,0.534622713
-37.09136642,148.0770392,t,0.992473541
-37.8392056,146.6189525,t,0.543927417
-35.22315012,149.7816877,t,0.749006074
-34.95342348,149.318906,t,0.164232424
-35.04023843,149.2151159,t,0.550544034
-36.35983453,148.2892581,t,0.567153973
-34.83337552,150.1160153,t,0.125699556
-37.41651149,147.4436692,t,0.454384651
-36.36940926,148.9718727,t,0.77927134
-36.38254776,149.3054978,t,0.684051518
-36.77883642,149.3504396,t,0.655662115
-35.50501565,149.7933564,t,0.707989797
-35.24415075,149.9691558,t,0.560659828
-37.26550709,147.9009754,t,0.92045228
-37.65882016,149.6351751,t,0.03499367
-36.09988114,149.6275775,t,0.707034206
-36.52885461,147.6444443,t,0.96058625
-36.21513417,149.5780555,t,0.974393004
-36.12071749,147.9035887,t,0.438612357
-36.73656752,146.1220435,t,0.82960795
-35.36713242,149.8289245,t,0.328232876
-37.25634677,148.1452007,t,0.157756168
-37.02156837,147.808329,t,0.192905612
-37.19703843,149.6669616,t,0.445488854
-36.06379319,148.5148648,t,0.684939517
-37.40939355,147.0486295,t,0.255784319
-36.10277426,147.4010671,t,0.861783453
-37.39082143,146.0740353,t,0.239738178
-36.36029114,149.699928,t,0.737119409
-35.24008437,149.4650943,t,0.014741549
-37.8320754,145.7482882,t,0.505012971
-37.05843197,148.7910821,t,0.389713842
-36.7712353,148.9951651,t,0.084779535
-35.63729857,150.1077071,t,0.407637569
-36.09976801,147.7135076,t,0.164292553
-35.23315387,148.316701,t,0.891382914
-37.12261271,146.9481504,t,0.984881896
-37.30713168,145.2000288,t,0.023688805
-36.57607579,147.9756035,t,0.952203562
-36.94358177,148.297505,t,0.091903296
-36.87118552,148.590613,t,0.660135279
-37.19178123,149.503953,t,0.448185455
-37.47490482,149.1188448,t,0.411146149
-36.39562292,148.3054499,t,0.221373465
-36.75976314,145.9962698,t,0.48986248
-36.76005291,148.1404325,t,0.067868143
-37.79662037,148.8199084,t,0.433448633
-35.55728123,149.9837842,t,0.097390908
-35.24641915,149.6420617,t,0.196728398
-35.24146772,149.9757809,t,0.883944547
-36.93024544,148.5352849,t,0.878793218
-37.50560428,145.9259626,t,0.670407431
-37.76296417,146.5174417,t,0.281396983
-37.56018596,149.5653813,t,0.269197646
-37.24971846,145.5540267,t,0.037286092
-35.68531813,147.6201761,t,0.982539684
-37.58697343,149.7373951,t,0.399248702
-36.77389066,147.3494901,t,0.210019818
-37.12786067,149.4198784,t,0.517188335
-37.64569238,146.2793801,t,0.287681648
-37.58378093,147.1650225,t,0.463404546
-36.32355724,148.6888556,t,0.793510341
-37.17732375,146.4787626,t,0.67818806
-34.95506873,150.627099,t,0.714403362
-35.78931705,147.5884002,t,0.740346158
-36.90576812,147.9287707,t,0.335478757
-35.55711805,149.907379,t,0.611178296
-37.52752805,149.4006559,t,0.475218259
-35.82601373,149.164159,t,0.816279089
-36.46469448,146.9149608,t,0.943523126
-35.51368624,149.3482851,t,0.908979057
-36.88410118,149.4688525,t,0.496620741
-35.25188907,150.2255211,t,0.76741753
-35.09627544,150.1640139,t,0.252374383
-35.84933486,149.5340839,t,0.976045628
-34.93819773,150.3686412,t,0.652551608
-35.16842874,149.8331487,t,0.685449654
-36.92969426,148.4140863,t,0.642129943
-35.13072926,148.963356,t,0.117765513
-37.45569937,149.0689215,t,0.606243573
-36.84103096,147.5998825,t,0.935339625
-37.49153258,148.8993559,t,0.993942917
-35.22247666,148.2225158,t,0.946129326
-36.53575421,148.9867774,t,0.157827351
-37.39928165,146.79375,t,0.250504299
-36.92453382,147.1209898,t,0.179680397
-34.96001953,149.471088,t,0.291661242
-37.39693953,148.7771518,t,0.055318735
-37.21020633,146.7310493,t,0.440919499
-35.92354939,148.736658,t,0.778632671
-37.2679521,145.8506915,t,0.334754959
-37.70358792,146.8482146,t,0.681891411
-36.78284231,146.6438178,t,0.89298519
-34.92218554,150.7609289,t,0.337096804
-37.66055741,146.7715767,t,0.963345315
